filepath,note,midi,velocity,articulation,pedal,duration,take
data\piano_phase3\A1\A1_v90_sustain_ped_t1.wav,A1,33,90,sustain,1,1.855,1
data\piano_phase3\A1\A1_v90_portato_noped_t1.wav,A1,33,90,portato,0,1.203,1
data\piano_phase3\A1\A1_v110_staccato_noped_t1.wav,A1,33,110,staccato,0,0.76,1
data\piano_phase3\A1\A1_v60_legato_noped_t1.wav,A1,33,60,legato,0,2.315,1
data\piano_phase3\A1\A1_v30_sustain_ped_t1.wav,A1,33,30,sustain,1,1.851,1
data\piano_phase3\A1\A1_v90_legato_ped_t1.wav,A1,33,90,legato,1,2.323,1
data\piano_phase3\A1\A1_v30_sustain_noped_t1.wav,A1,33,30,sustain,0,1.851,1
data\piano_phase3\A1\A1_v60_portato_noped_t1.wav,A1,33,60,portato,0,1.2,1
data\piano_phase3\A1\A1_v30_staccato_noped_t1.wav,A1,33,30,staccato,0,0.759,1
data\piano_phase3\A#1\A#1_v90_staccato_noped_t1.wav,A#1,34,90,staccato,0,0.752,1
data\piano_phase3\A#1\A#1_v60_legato_ped_t1.wav,A#1,34,60,legato,1,2.318,1
data\piano_phase3\A#1\A#1_v60_staccato_ped_t1.wav,A#1,34,60,staccato,1,0.749,1
data\piano_phase3\A#1\A#1_v60_staccato_noped_t1.wav,A#1,34,60,staccato,0,0.749,1
data\piano_phase3\A#1\A#1_v110_portato_noped_t1.wav,A#1,34,110,portato,0,1.199,1
data\piano_phase3\A#1\A#1_v90_sustain_noped_t1.wav,A#1,34,90,sustain,0,1.852,1
data\piano_phase3\A#1\A#1_v60_portato_noped_t1.wav,A#1,34,60,portato,0,1.196,1
data\piano_phase3\A#1\A#1_v30_sustain_ped_t1.wav,A#1,34,30,sustain,1,1.838,1
data\piano_phase3\A#1\A#1_v110_legato_ped_t1.wav,A#1,34,110,legato,1,2.321,1
data\piano_phase3\A#1\A#1_v30_staccato_noped_t1.wav,A#1,34,30,staccato,0,0.762,1
data\piano_phase3\A#1\A#1_v110_staccato_noped_t1.wav,A#1,34,110,staccato,0,0.753,1
data\piano_phase3\A#1\A#1_v60_legato_noped_t1.wav,A#1,34,60,legato,0,2.318,1
data\piano_phase3\A#1\A#1_v60_sustain_noped_t1.wav,A#1,34,60,sustain,0,1.845,1
data\piano_phase3\A#1\A#1_v30_portato_noped_t1.wav,A#1,34,30,portato,0,1.198,1
data\piano_phase3\A#1\A#1_v90_portato_noped_t1.wav,A#1,34,90,portato,0,1.198,1
data\piano_phase3\A#1\A#1_v90_legato_noped_t1.wav,A#1,34,90,legato,0,2.32,1
data\piano_phase3\A#1\A#1_v30_sustain_noped_t1.wav,A#1,34,30,sustain,0,1.838,1
data\piano_phase3\A#1\A#1_v60_sustain_ped_t1.wav,A#1,34,60,sustain,1,1.845,1
data\piano_phase3\A#1\A#1_v90_staccato_ped_t1.wav,A#1,34,90,staccato,1,0.752,1
data\piano_phase3\A#1\A#1_v110_sustain_ped_t1.wav,A#1,34,110,sustain,1,1.853,1
data\piano_phase3\A#1\A#1_v30_portato_ped_t1.wav,A#1,34,30,portato,1,1.198,1
data\piano_phase3\A#1\A#1_v90_legato_ped_t1.wav,A#1,34,90,legato,1,2.32,1
data\piano_phase3\B1\B1_v90_sustain_noped_t1.wav,B1,35,90,sustain,0,1.778,1
data\piano_phase3\B1\B1_v30_portato_ped_t1.wav,B1,35,30,portato,1,1.121,1
data\piano_phase3\B1\B1_v90_legato_ped_t1.wav,B1,35,90,legato,1,2.28,1
data\piano_phase3\B1\B1_v110_legato_ped_t1.wav,B1,35,110,legato,1,2.281,1
data\piano_phase3\B1\B1_v30_portato_noped_t1.wav,B1,35,30,portato,0,1.121,1
data\piano_phase3\B1\B1_v90_legato_noped_t1.wav,B1,35,90,legato,0,2.28,1
data\piano_phase3\B1\B1_v90_portato_ped_t1.wav,B1,35,90,portato,1,1.125,1
data\piano_phase3\B1\B1_v90_staccato_noped_t1.wav,B1,35,90,staccato,0,0.701,1
data\piano_phase3\B1\B1_v90_portato_noped_t1.wav,B1,35,90,portato,0,1.125,1
data\piano_phase3\B1\B1_v110_sustain_noped_t1.wav,B1,35,110,sustain,0,1.779,1
data\piano_phase3\B1\B1_v30_sustain_ped_t1.wav,B1,35,30,sustain,1,1.796,1
data\piano_phase3\B1\B1_v30_sustain_noped_t1.wav,B1,35,30,sustain,0,1.796,1
data\piano_phase3\B1\B1_v90_staccato_ped_t1.wav,B1,35,90,staccato,1,0.701,1
data\piano_phase3\B1\B1_v110_sustain_ped_t1.wav,B1,35,110,sustain,1,1.779,1
data\piano_phase3\B1\B1_v60_sustain_ped_t1.wav,B1,35,60,sustain,1,1.775,1
data\piano_phase3\B1\B1_v60_staccato_noped_t1.wav,B1,35,60,staccato,0,0.701,1
data\piano_phase3\B1\B1_v60_portato_noped_t1.wav,B1,35,60,portato,0,1.119,1
data\piano_phase3\B1\B1_v60_sustain_noped_t1.wav,B1,35,60,sustain,0,1.775,1
data\piano_phase3\B1\B1_v110_staccato_ped_t1.wav,B1,35,110,staccato,1,0.702,1
data\piano_phase3\B1\B1_v30_staccato_noped_t1.wav,B1,35,30,staccato,0,0.694,1
data\piano_phase3\B1\B1_v90_sustain_ped_t1.wav,B1,35,90,sustain,1,1.778,1
data\piano_phase3\B1\B1_v110_portato_noped_t1.wav,B1,35,110,portato,0,1.125,1
data\piano_phase3\C2\C2_v60_legato_ped_t1.wav,C2,36,60,legato,1,2.285,1
data\piano_phase3\C2\C2_v30_legato_ped_t1.wav,C2,36,30,legato,1,2.268,1
data\piano_phase3\C2\C2_v60_staccato_ped_t1.wav,C2,36,60,staccato,1,0.703,1
data\piano_phase3\C2\C2_v30_sustain_noped_t1.wav,C2,36,30,sustain,0,1.788,1
data\piano_phase3\C2\C2_v110_legato_ped_t1.wav,C2,36,110,legato,1,2.285,1
data\piano_phase3\C2\C2_v110_staccato_noped_t1.wav,C2,36,110,staccato,0,0.704,1
data\piano_phase3\C2\C2_v90_legato_noped_t1.wav,C2,36,90,legato,0,2.286,1
data\piano_phase3\C2\C2_v110_portato_noped_t1.wav,C2,36,110,portato,0,1.126,1
data\piano_phase3\C2\C2_v30_sustain_ped_t1.wav,C2,36,30,sustain,1,1.788,1
data\piano_phase3\C2\C2_v90_sustain_noped_t1.wav,C2,36,90,sustain,0,1.779,1
data\piano_phase3\C2\C2_v60_legato_noped_t1.wav,C2,36,60,legato,0,2.285,1
data\piano_phase3\C2\C2_v90_sustain_ped_t1.wav,C2,36,90,sustain,1,1.779,1
data\piano_phase3\C2\C2_v30_staccato_noped_t1.wav,C2,36,30,staccato,0,0.694,1
data\piano_phase3\C2\C2_v90_staccato_ped_t1.wav,C2,36,90,staccato,1,0.703,1
data\piano_phase3\C2\C2_v110_portato_ped_t1.wav,C2,36,110,portato,1,1.126,1
data\piano_phase3\C2\C2_v30_staccato_ped_t1.wav,C2,36,30,staccato,1,0.694,1
data\piano_phase3\C2\C2_v60_staccato_noped_t1.wav,C2,36,60,staccato,0,0.703,1
data\piano_phase3\C2\C2_v30_legato_noped_t1.wav,C2,36,30,legato,0,2.268,1
data\piano_phase3\C2\C2_v90_portato_noped_t1.wav,C2,36,90,portato,0,1.125,1
data\piano_phase3\C2\C2_v60_sustain_noped_t1.wav,C2,36,60,sustain,0,1.778,1
data\piano_phase3\C2\C2_v110_legato_noped_t1.wav,C2,36,110,legato,0,2.285,1
data\piano_phase3\C2\C2_v90_staccato_noped_t1.wav,C2,36,90,staccato,0,0.703,1
data\piano_phase3\C#2\C#2_v60_legato_ped_t1.wav,C#2,37,60,legato,1,2.284,1
data\piano_phase3\C#2\C#2_v110_portato_noped_t1.wav,C#2,37,110,portato,0,1.12,1
data\piano_phase3\C#2\C#2_v30_portato_noped_t1.wav,C#2,37,30,portato,0,1.124,1
data\piano_phase3\C#2\C#2_v30_staccato_ped_t1.wav,C#2,37,30,staccato,1,0.688,1
data\piano_phase3\C#2\C#2_v30_legato_ped_t1.wav,C#2,37,30,legato,1,2.262,1
data\piano_phase3\C#2\C#2_v60_legato_noped_t1.wav,C#2,37,60,legato,0,2.284,1
data\piano_phase3\C#2\C#2_v110_legato_noped_t1.wav,C#2,37,110,legato,0,2.291,1
data\piano_phase3\C#2\C#2_v110_staccato_noped_t1.wav,C#2,37,110,staccato,0,0.704,1
data\piano_phase3\C#2\C#2_v90_sustain_noped_t1.wav,C#2,37,90,sustain,0,1.777,1
data\piano_phase3\C#2\C#2_v30_portato_ped_t1.wav,C#2,37,30,portato,1,1.124,1
data\piano_phase3\C#2\C#2_v60_portato_ped_t1.wav,C#2,37,60,portato,1,1.12,1
data\piano_phase3\C#2\C#2_v110_sustain_noped_t1.wav,C#2,37,110,sustain,0,1.778,1
data\piano_phase3\C#2\C#2_v30_staccato_noped_t1.wav,C#2,37,30,staccato,0,0.688,1
data\piano_phase3\C#2\C#2_v110_legato_ped_t1.wav,C#2,37,110,legato,1,2.291,1
data\piano_phase3\C#2\C#2_v60_staccato_noped_t1.wav,C#2,37,60,staccato,0,0.7,1
data\piano_phase3\C#2\C#2_v90_portato_noped_t1.wav,C#2,37,90,portato,0,1.119,1
data\piano_phase3\C#2\C#2_v90_legato_ped_t1.wav,C#2,37,90,legato,1,2.29,1
data\piano_phase3\C#2\C#2_v30_sustain_ped_t1.wav,C#2,37,30,sustain,1,1.773,1
data\piano_phase3\C#2\C#2_v110_staccato_ped_t1.wav,C#2,37,110,staccato,1,0.704,1
data\piano_phase3\C#2\C#2_v110_portato_ped_t1.wav,C#2,37,110,portato,1,1.12,1
data\piano_phase3\C#2\C#2_v30_legato_noped_t1.wav,C#2,37,30,legato,0,2.262,1
data\piano_phase3\C#2\C#2_v30_sustain_noped_t1.wav,C#2,37,30,sustain,0,1.773,1
data\piano_phase3\D2\D2_v30_sustain_ped_t1.wav,D2,38,30,sustain,1,1.843,1
data\piano_phase3\D2\D2_v110_portato_ped_t1.wav,D2,38,110,portato,1,1.177,1
data\piano_phase3\D2\D2_v90_legato_noped_t1.wav,D2,38,90,legato,0,2.318,1
data\piano_phase3\D2\D2_v90_staccato_ped_t1.wav,D2,38,90,staccato,1,0.738,1
data\piano_phase3\D2\D2_v60_portato_ped_t1.wav,D2,38,60,portato,1,1.189,1
data\piano_phase3\D2\D2_v90_legato_ped_t1.wav,D2,38,90,legato,1,2.318,1
data\piano_phase3\D2\D2_v60_staccato_noped_t1.wav,D2,38,60,staccato,0,0.736,1
data\piano_phase3\D2\D2_v60_sustain_noped_t1.wav,D2,38,60,sustain,0,1.837,1
data\piano_phase3\D2\D2_v60_legato_noped_t1.wav,D2,38,60,legato,0,2.317,1
data\piano_phase3\D2\D2_v90_portato_noped_t1.wav,D2,38,90,portato,0,1.178,1
data\piano_phase3\D2\D2_v60_sustain_ped_t1.wav,D2,38,60,sustain,1,1.837,1
data\piano_phase3\D2\D2_v60_legato_ped_t1.wav,D2,38,60,legato,1,2.317,1
data\piano_phase3\D2\D2_v110_staccato_ped_t1.wav,D2,38,110,staccato,1,0.737,1
data\piano_phase3\D2\D2_v110_staccato_noped_t1.wav,D2,38,110,staccato,0,0.737,1
data\piano_phase3\D2\D2_v30_portato_ped_t1.wav,D2,38,30,portato,1,1.187,1
data\piano_phase3\D2\D2_v30_staccato_ped_t1.wav,D2,38,30,staccato,1,0.747,1
data\piano_phase3\D2\D2_v30_staccato_noped_t1.wav,D2,38,30,staccato,0,0.747,1
data\piano_phase3\D2\D2_v30_sustain_noped_t1.wav,D2,38,30,sustain,0,1.843,1
data\piano_phase3\D2\D2_v30_legato_noped_t1.wav,D2,38,30,legato,0,2.327,1
data\piano_phase3\D2\D2_v110_portato_noped_t1.wav,D2,38,110,portato,0,1.177,1
data\piano_phase3\D2\D2_v110_sustain_noped_t1.wav,D2,38,110,sustain,0,1.826,1
data\piano_phase3\D2\D2_v30_legato_ped_t1.wav,D2,38,30,legato,1,2.327,1
data\piano_phase3\D#2\D#2_v30_portato_noped_t1.wav,D#2,39,30,portato,0,1.183,1
data\piano_phase3\D#2\D#2_v30_staccato_noped_t1.wav,D#2,39,30,staccato,0,0.742,1
data\piano_phase3\D#2\D#2_v110_legato_noped_t1.wav,D#2,39,110,legato,0,2.316,1
data\piano_phase3\D#2\D#2_v90_sustain_ped_t1.wav,D#2,39,90,sustain,1,1.834,1
data\piano_phase3\D#2\D#2_v90_portato_ped_t1.wav,D#2,39,90,portato,1,1.175,1
data\piano_phase3\D#2\D#2_v110_portato_ped_t1.wav,D#2,39,110,portato,1,1.174,1
data\piano_phase3\D#2\D#2_v110_portato_noped_t1.wav,D#2,39,110,portato,0,1.174,1
data\piano_phase3\D#2\D#2_v110_sustain_ped_t1.wav,D#2,39,110,sustain,1,1.834,1
data\piano_phase3\D#2\D#2_v60_legato_ped_t1.wav,D#2,39,60,legato,1,2.327,1
data\piano_phase3\D#2\D#2_v110_legato_ped_t1.wav,D#2,39,110,legato,1,2.316,1
data\piano_phase3\D#2\D#2_v60_staccato_noped_t1.wav,D#2,39,60,staccato,0,0.744,1
data\piano_phase3\D#2\D#2_v60_portato_ped_t1.wav,D#2,39,60,portato,1,1.185,1
data\piano_phase3\D#2\D#2_v60_staccato_ped_t1.wav,D#2,39,60,staccato,1,0.744,1
data\piano_phase3\D#2\D#2_v90_sustain_noped_t1.wav,D#2,39,90,sustain,0,1.834,1
data\piano_phase3\D#2\D#2_v60_sustain_noped_t1.wav,D#2,39,60,sustain,0,1.836,1
data\piano_phase3\D#2\D#2_v60_portato_noped_t1.wav,D#2,39,60,portato,0,1.185,1
data\piano_phase3\D#2\D#2_v90_portato_noped_t1.wav,D#2,39,90,portato,0,1.175,1
data\piano_phase3\D#2\D#2_v30_sustain_noped_t1.wav,D#2,39,30,sustain,0,1.841,1
data\piano_phase3\D#2\D#2_v90_legato_ped_t1.wav,D#2,39,90,legato,1,2.316,1
data\piano_phase3\D#2\D#2_v30_portato_ped_t1.wav,D#2,39,30,portato,1,1.183,1
data\piano_phase3\D#2\D#2_v110_sustain_noped_t1.wav,D#2,39,110,sustain,0,1.834,1
data\piano_phase3\D#2\D#2_v90_staccato_ped_t1.wav,D#2,39,90,staccato,1,0.734,1
data\piano_phase3\E2\E2_v30_sustain_ped_t1.wav,E2,40,30,sustain,1,1.835,1
data\piano_phase3\E2\E2_v30_staccato_noped_t1.wav,E2,40,30,staccato,0,0.741,1
data\piano_phase3\E2\E2_v90_portato_ped_t1.wav,E2,40,90,portato,1,1.169,1
data\piano_phase3\E2\E2_v110_portato_noped_t1.wav,E2,40,110,portato,0,1.169,1
data\piano_phase3\E2\E2_v110_portato_ped_t1.wav,E2,40,110,portato,1,1.169,1
data\piano_phase3\E2\E2_v110_legato_ped_t1.wav,E2,40,110,legato,1,2.331,1
data\piano_phase3\E2\E2_v90_sustain_ped_t1.wav,E2,40,90,sustain,1,1.828,1
data\piano_phase3\E2\E2_v60_sustain_noped_t1.wav,E2,40,60,sustain,0,1.83,1
data\piano_phase3\E2\E2_v30_staccato_ped_t1.wav,E2,40,30,staccato,1,0.741,1
data\piano_phase3\E2\E2_v60_sustain_ped_t1.wav,E2,40,60,sustain,1,1.83,1
data\piano_phase3\E2\E2_v90_legato_ped_t1.wav,E2,40,90,legato,1,2.331,1
data\piano_phase3\E2\E2_v60_portato_ped_t1.wav,E2,40,60,portato,1,1.175,1
data\piano_phase3\E2\E2_v30_legato_noped_t1.wav,E2,40,30,legato,0,2.352,1
data\piano_phase3\E2\E2_v30_portato_ped_t1.wav,E2,40,30,portato,1,1.185,1
data\piano_phase3\E2\E2_v110_sustain_noped_t1.wav,E2,40,110,sustain,0,1.828,1
data\piano_phase3\E2\E2_v30_sustain_noped_t1.wav,E2,40,30,sustain,0,1.835,1
data\piano_phase3\E2\E2_v90_legato_noped_t1.wav,E2,40,90,legato,0,2.331,1
data\piano_phase3\E2\E2_v90_portato_noped_t1.wav,E2,40,90,portato,0,1.169,1
data\piano_phase3\E2\E2_v60_portato_noped_t1.wav,E2,40,60,portato,0,1.175,1
data\piano_phase3\E2\E2_v110_sustain_ped_t1.wav,E2,40,110,sustain,1,1.828,1
data\piano_phase3\E2\E2_v110_staccato_ped_t1.wav,E2,40,110,staccato,1,0.728,1
data\piano_phase3\E2\E2_v60_staccato_ped_t1.wav,E2,40,60,staccato,1,0.738,1
data\piano_phase3\F2\F2_v30_portato_noped_t1.wav,F2,41,30,portato,0,1.193,1
data\piano_phase3\F2\F2_v90_legato_ped_t1.wav,F2,41,90,legato,1,2.312,1
data\piano_phase3\F2\F2_v90_staccato_ped_t1.wav,F2,41,90,staccato,1,0.734,1
data\piano_phase3\F2\F2_v30_staccato_ped_t1.wav,F2,41,30,staccato,1,0.737,1
data\piano_phase3\F2\F2_v90_staccato_noped_t1.wav,F2,41,90,staccato,0,0.734,1
data\piano_phase3\F2\F2_v60_staccato_noped_t1.wav,F2,41,60,staccato,0,0.74,1
data\piano_phase3\F2\F2_v60_portato_noped_t1.wav,F2,41,60,portato,0,1.196,1
data\piano_phase3\F2\F2_v30_sustain_ped_t1.wav,F2,41,30,sustain,1,1.838,1
data\piano_phase3\F2\F2_v90_portato_ped_t1.wav,F2,41,90,portato,1,1.189,1
data\piano_phase3\F2\F2_v90_sustain_noped_t1.wav,F2,41,90,sustain,0,1.834,1
data\piano_phase3\F2\F2_v60_legato_noped_t1.wav,F2,41,60,legato,0,2.313,1
data\piano_phase3\F2\F2_v30_legato_noped_t1.wav,F2,41,30,legato,0,2.301,1
data\piano_phase3\F2\F2_v30_sustain_noped_t1.wav,F2,41,30,sustain,0,1.838,1
data\piano_phase3\F2\F2_v30_portato_ped_t1.wav,F2,41,30,portato,1,1.193,1
data\piano_phase3\F2\F2_v90_sustain_ped_t1.wav,F2,41,90,sustain,1,1.834,1
data\piano_phase3\F2\F2_v30_legato_ped_t1.wav,F2,41,30,legato,1,2.301,1
data\piano_phase3\F2\F2_v110_sustain_ped_t1.wav,F2,41,110,sustain,1,1.831,1
data\piano_phase3\F2\F2_v110_staccato_ped_t1.wav,F2,41,110,staccato,1,0.728,1
data\piano_phase3\F2\F2_v60_staccato_ped_t1.wav,F2,41,60,staccato,1,0.74,1
data\piano_phase3\F2\F2_v60_portato_ped_t1.wav,F2,41,60,portato,1,1.196,1
data\piano_phase3\F2\F2_v110_portato_ped_t1.wav,F2,41,110,portato,1,1.184,1
data\piano_phase3\F2\F2_v60_legato_ped_t1.wav,F2,41,60,legato,1,2.313,1
data\piano_phase3\F#2\F#2_v110_portato_ped_t1.wav,F#2,42,110,portato,1,1.183,1
data\piano_phase3\F#2\F#2_v90_legato_noped_t1.wav,F#2,42,90,legato,0,2.309,1
data\piano_phase3\F#2\F#2_v110_staccato_noped_t1.wav,F#2,42,110,staccato,0,0.727,1
data\piano_phase3\F#2\F#2_v60_portato_ped_t1.wav,F#2,42,60,portato,1,1.194,1
data\piano_phase3\F#2\F#2_v90_legato_ped_t1.wav,F#2,42,90,legato,1,2.309,1
data\piano_phase3\F#2\F#2_v110_staccato_ped_t1.wav,F#2,42,110,staccato,1,0.727,1
data\piano_phase3\F#2\F#2_v90_staccato_ped_t1.wav,F#2,42,90,staccato,1,0.73,1
data\piano_phase3\F#2\F#2_v60_staccato_ped_t1.wav,F#2,42,60,staccato,1,0.739,1
data\piano_phase3\F#2\F#2_v60_legato_ped_t1.wav,F#2,42,60,legato,1,2.315,1
data\piano_phase3\F#2\F#2_v110_portato_noped_t1.wav,F#2,42,110,portato,0,1.183,1
data\piano_phase3\F#2\F#2_v30_legato_noped_t1.wav,F#2,42,30,legato,0,2.297,1
data\piano_phase3\F#2\F#2_v90_staccato_noped_t1.wav,F#2,42,90,staccato,0,0.73,1
data\piano_phase3\F#2\F#2_v90_portato_ped_t1.wav,F#2,42,90,portato,1,1.187,1
data\piano_phase3\F#2\F#2_v30_legato_ped_t1.wav,F#2,42,30,legato,1,2.297,1
data\piano_phase3\F#2\F#2_v30_portato_ped_t1.wav,F#2,42,30,portato,1,1.192,1
data\piano_phase3\F#2\F#2_v60_portato_noped_t1.wav,F#2,42,60,portato,0,1.194,1
data\piano_phase3\F#2\F#2_v110_legato_noped_t1.wav,F#2,42,110,legato,0,2.299,1
data\piano_phase3\F#2\F#2_v60_staccato_noped_t1.wav,F#2,42,60,staccato,0,0.739,1
data\piano_phase3\F#2\F#2_v110_legato_ped_t1.wav,F#2,42,110,legato,1,2.299,1
data\piano_phase3\F#2\F#2_v30_sustain_ped_t1.wav,F#2,42,30,sustain,1,1.829,1
data\piano_phase3\F#2\F#2_v60_legato_noped_t1.wav,F#2,42,60,legato,0,2.315,1
data\piano_phase3\F#2\F#2_v30_sustain_noped_t1.wav,F#2,42,30,sustain,0,1.829,1
data\piano_phase3\G2\G2_v60_legato_noped_t1.wav,G2,43,60,legato,0,2.304,1
data\piano_phase3\G2\G2_v60_staccato_noped_t1.wav,G2,43,60,staccato,0,0.739,1
data\piano_phase3\G2\G2_v60_portato_ped_t1.wav,G2,43,60,portato,1,1.19,1
data\piano_phase3\G2\G2_v60_sustain_ped_t1.wav,G2,43,60,sustain,1,1.832,1
data\piano_phase3\G2\G2_v110_portato_noped_t1.wav,G2,43,110,portato,0,1.18,1
data\piano_phase3\G2\G2_v90_sustain_ped_t1.wav,G2,43,90,sustain,1,1.827,1
data\piano_phase3\G2\G2_v60_sustain_noped_t1.wav,G2,43,60,sustain,0,1.832,1
data\piano_phase3\G2\G2_v110_sustain_noped_t1.wav,G2,43,110,sustain,0,1.822,1
data\piano_phase3\G2\G2_v30_sustain_ped_t1.wav,G2,43,30,sustain,1,1.825,1
data\piano_phase3\G2\G2_v90_staccato_noped_t1.wav,G2,43,90,staccato,0,0.732,1
data\piano_phase3\G2\G2_v90_staccato_ped_t1.wav,G2,43,90,staccato,1,0.732,1
data\piano_phase3\G2\G2_v30_portato_ped_t1.wav,G2,43,30,portato,1,1.187,1
data\piano_phase3\G2\G2_v60_staccato_ped_t1.wav,G2,43,60,staccato,1,0.739,1
data\piano_phase3\G2\G2_v110_staccato_ped_t1.wav,G2,43,110,staccato,1,0.728,1
data\piano_phase3\G2\G2_v60_portato_noped_t1.wav,G2,43,60,portato,0,1.19,1
data\piano_phase3\G2\G2_v60_legato_ped_t1.wav,G2,43,60,legato,1,2.304,1
data\piano_phase3\G2\G2_v90_portato_noped_t1.wav,G2,43,90,portato,0,1.188,1
data\piano_phase3\G2\G2_v110_legato_ped_t1.wav,G2,43,110,legato,1,2.293,1
data\piano_phase3\G2\G2_v30_sustain_noped_t1.wav,G2,43,30,sustain,0,1.825,1
data\piano_phase3\G2\G2_v90_portato_ped_t1.wav,G2,43,90,portato,1,1.188,1
data\piano_phase3\G2\G2_v90_legato_ped_t1.wav,G2,43,90,legato,1,2.299,1
data\piano_phase3\G2\G2_v30_legato_noped_t1.wav,G2,43,30,legato,0,2.292,1
data\piano_phase3\G#2\G#2_v30_sustain_noped_t1.wav,G#2,44,30,sustain,0,1.854,1
data\piano_phase3\G#2\G#2_v110_staccato_noped_t1.wav,G#2,44,110,staccato,0,0.752,1
data\piano_phase3\G#2\G#2_v90_staccato_ped_t1.wav,G#2,44,90,staccato,1,0.752,1
data\piano_phase3\G#2\G#2_v110_staccato_ped_t1.wav,G#2,44,110,staccato,1,0.752,1
data\piano_phase3\G#2\G#2_v90_portato_ped_t1.wav,G#2,44,90,portato,1,1.202,1
data\piano_phase3\G#2\G#2_v90_staccato_noped_t1.wav,G#2,44,90,staccato,0,0.752,1
data\piano_phase3\G#2\G#2_v30_staccato_noped_t1.wav,G#2,44,30,staccato,0,0.76,1
data\piano_phase3\G#2\G#2_v60_portato_ped_t1.wav,G#2,44,60,portato,1,1.202,1
data\piano_phase3\G#2\G#2_v60_sustain_ped_t1.wav,G#2,44,60,sustain,1,1.855,1
data\piano_phase3\G#2\G#2_v60_legato_ped_t1.wav,G#2,44,60,legato,1,2.349,1
data\piano_phase3\G#2\G#2_v60_legato_noped_t1.wav,G#2,44,60,legato,0,2.349,1
data\piano_phase3\G#2\G#2_v60_portato_noped_t1.wav,G#2,44,60,portato,0,1.202,1
data\piano_phase3\G#2\G#2_v90_legato_ped_t1.wav,G#2,44,90,legato,1,2.344,1
data\piano_phase3\G#2\G#2_v60_staccato_noped_t1.wav,G#2,44,60,staccato,0,0.756,1
data\piano_phase3\G#2\G#2_v30_sustain_ped_t1.wav,G#2,44,30,sustain,1,1.854,1
data\piano_phase3\G#2\G#2_v110_legato_ped_t1.wav,G#2,44,110,legato,1,2.34,1
data\piano_phase3\G#2\G#2_v110_portato_ped_t1.wav,G#2,44,110,portato,1,1.196,1
data\piano_phase3\G#2\G#2_v110_legato_noped_t1.wav,G#2,44,110,legato,0,2.34,1
data\piano_phase3\G#2\G#2_v30_portato_ped_t1.wav,G#2,44,30,portato,1,1.204,1
data\piano_phase3\G#2\G#2_v30_legato_ped_t1.wav,G#2,44,30,legato,1,2.357,1
data\piano_phase3\G#2\G#2_v90_sustain_noped_t1.wav,G#2,44,90,sustain,0,1.845,1
data\piano_phase3\G#2\G#2_v110_sustain_noped_t1.wav,G#2,44,110,sustain,0,1.84,1
data\piano_phase3\A2\A2_v60_sustain_noped_t1.wav,A2,45,60,sustain,0,1.853,1
data\piano_phase3\A2\A2_v90_sustain_ped_t1.wav,A2,45,90,sustain,1,1.845,1
data\piano_phase3\A2\A2_v60_staccato_ped_t1.wav,A2,45,60,staccato,1,0.757,1
data\piano_phase3\A2\A2_v110_legato_noped_t1.wav,A2,45,110,legato,0,2.344,1
data\piano_phase3\A2\A2_v30_portato_noped_t1.wav,A2,45,30,portato,0,1.202,1
data\piano_phase3\A2\A2_v110_staccato_ped_t1.wav,A2,45,110,staccato,1,0.749,1
data\piano_phase3\A2\A2_v30_staccato_noped_t1.wav,A2,45,30,staccato,0,0.756,1
data\piano_phase3\A2\A2_v110_portato_ped_t1.wav,A2,45,110,portato,1,1.192,1
data\piano_phase3\A2\A2_v30_legato_noped_t1.wav,A2,45,30,legato,0,2.351,1
data\piano_phase3\A2\A2_v60_portato_ped_t1.wav,A2,45,60,portato,1,1.194,1
data\piano_phase3\A2\A2_v30_portato_ped_t1.wav,A2,45,30,portato,1,1.202,1
data\piano_phase3\A2\A2_v110_staccato_noped_t1.wav,A2,45,110,staccato,0,0.749,1
data\piano_phase3\A2\A2_v110_legato_ped_t1.wav,A2,45,110,legato,1,2.344,1
data\piano_phase3\A2\A2_v30_staccato_ped_t1.wav,A2,45,30,staccato,1,0.756,1
data\piano_phase3\A2\A2_v90_portato_noped_t1.wav,A2,45,90,portato,0,1.192,1
data\piano_phase3\A2\A2_v30_legato_ped_t1.wav,A2,45,30,legato,1,2.351,1
data\piano_phase3\A2\A2_v60_portato_noped_t1.wav,A2,45,60,portato,0,1.194,1
data\piano_phase3\A2\A2_v110_portato_noped_t1.wav,A2,45,110,portato,0,1.192,1
data\piano_phase3\A2\A2_v110_sustain_noped_t1.wav,A2,45,110,sustain,0,1.846,1
data\piano_phase3\A2\A2_v60_legato_noped_t1.wav,A2,45,60,legato,0,2.347,1
data\piano_phase3\A2\A2_v60_legato_ped_t1.wav,A2,45,60,legato,1,2.347,1
data\piano_phase3\A2\A2_v90_staccato_ped_t1.wav,A2,45,90,staccato,1,0.751,1
data\piano_phase3\A#2\A#2_v110_staccato_noped_t1.wav,A#2,46,110,staccato,0,0.744,1
data\piano_phase3\A#2\A#2_v90_sustain_noped_t1.wav,A#2,46,90,sustain,0,1.847,1
data\piano_phase3\A#2\A#2_v30_sustain_noped_t1.wav,A#2,46,30,sustain,0,1.863,1
data\piano_phase3\A#2\A#2_v30_sustain_ped_t1.wav,A#2,46,30,sustain,1,1.863,1
data\piano_phase3\A#2\A#2_v30_portato_ped_t1.wav,A#2,46,30,portato,1,1.212,1
